PREFERRED_NAME,LIST_ID,INCHIKEY,FORMULA,MONOISOTOPIC_MASS,SMILES,NumHDonors,NumHAcceptors,TYPE,MD,KMD,modulo,parent,rep_unit,rep_mass,rep_num,residual,residual_charge,residual_mass,ACRONYM
"1H,1H,8H-Perfluoro-1-octanol",OECDPFAS_list_22012019.csv,ISIIJJQHILZBPB-UHFFFAOYSA-N,C8H4F14O,382.003859,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1,1,Suspect,0.003859,-0.028259603,32.02621392,C8H4F14O,CF2,49.99680644,7,C1H4O1,neutral,32.02621475,NA
10:1 Fluorotelomer alcohol,OECDPFAS_list_22012019.csv,MPAMAEMOVKLPRB-UHFFFAOYSA-N,C11H3F21O,549.9848561,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,-0.0151439,-0.019986537,0.01998526,C11H3F21O,CF2,49.99680644,10,C1H3F1O1,neutral,50.01679294,NA
"1H,1H,11H,11H-Perfluorotetraethylene glycol",OECDPFAS_list_22012019.csv,BFMDZOWJRVLYPB-UHFFFAOYSA-N,C8H6F12O5,410.0023612,OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO,2,5,Suspect,0.0023612,-0.028550216,10.02790968,C8H6F12O5,CF2,49.99680644,6,C2H6O5,neutral,110.0215233,NA
5:1 Fluorotelomer alcohol,OECDPFAS_list_22012019.csv,QZFZPVVDBGXQTB-UHFFFAOYSA-N,C6H3F11O,300.0008245,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,0.0008245,-0.019987137,0.01998586,C6H3F11O,CF2,49.99680644,5,C1H3F1O1,neutral,50.01679294,NA
2(Perfluoro-2-propyl)ethanol,OECDPFAS_list_22012019.csv,KKVIDVONCZYZLR-UHFFFAOYSA-N,C5H5F7O,214.0228619,OCCC(F)(C(F)(F)F)C(F)(F)F,1,1,Suspect,0.0228619,-0.03653267,14.03563614,C5H5F7O,CF2,49.99680644,3,C2H5F1O1,neutral,64.032443,NA
N-(2-Hydroxyethyl)perfluorobutanamide,OECDPFAS_list_22012019.csv,KPTAUHCSUNOZRL-UHFFFAOYSA-N,C6H6F7NO2,257.0286756,OCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,2,2,Suspect,0.0286756,-0.045093379,7.0446434,C6H6F7NO2,CF2,49.99680644,3,C3H6F1N1O2,neutral,107.0382567,NA
"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-1,1-heptanediol",OECDPFAS_list_22012019.csv,OUDRUNXDQLDNNJ-UHFFFAOYSA-N,C7H3F13O2,365.9925455,OC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,2,Suspect,-0.0074545,-0.015923376,16.01490042,C7H3F13O2,CF2,49.99680644,6,C1H3F1O2,neutral,66.01170756,NA
"Phenol, 4-(heptafluoropropyl)-",OECDPFAS_list_22012019.csv,OTFLZXXBEWPSKG-UHFFFAOYSA-N,C9H5F7O,262.0228619,OC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,0.0228619,-0.039598684,12.0388297,C9H5F7O,CF2,49.99680644,3,C6H5F1O1,neutral,112.032443,NA
4-(Nonafluorobutoxy)aniline,OECDPFAS_list_22012019.csv,HZTSIVKWPJZMNG-UHFFFAOYSA-N,C10H6F9NO,327.0305673,NC1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,1,2,Suspect,0.0305673,-0.051456469,27.04972866,C10H6F9NO,CF2,49.99680644,4,C6H6F1N1O1,neutral,127.043342,NA
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluoro-N-hydroxyoctanamide",OECDPFAS_list_22012019.csv,YJYYFHCNTDFUQW-UHFFFAOYSA-N,C8H2F15NO2,428.9846008,ONC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,2,Suspect,-0.0153992,-0.012002311,29.01014928,C8H2F15NO2,CF2,49.99680644,7,C1H2F1N1O2,neutral,79.00695652,NA
4-(Heptadecafluorooctyl)-1H-pyrazole,OECDPFAS_list_22012019.csv,NQDRASINBDLRQZ-UHFFFAOYSA-N,C11H3F17N2,486.0024769,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CNN=C1,1,1,Suspect,0.0024769,-0.033520444,36.03121894,C11H3F17N2,CF2,49.99680644,8,C3H3F1N2,neutral,86.02802632,NA
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Nonadecafluoroundecan-1-ol",OECDPFAS_list_22012019.csv,HHWOBBVYBVGMFY-UHFFFAOYSA-N,C11H5F19O,514.0036999,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,0.0036999,-0.03653203,14.0356355,C11H5F19O,CF2,49.99680644,9,C2H5F1O1,neutral,64.032443,NA
"4,4,5,5,6,6,6-Heptafluoro-2-iodohexan-1-ol",OECDPFAS_list_22012019.csv,ITASBCIXGRCUAD-UHFFFAOYSA-N,C6H6F7IO,353.93516,OCC(I)CC(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,-0.06484,0.042232293,3.95751492,C6H6F7IO,CF2,49.99680644,3,C3H6F1I1O1,neutral,203.944741,NA
"1-[4-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)phenyl]methanamine",OECDPFAS_list_22012019.csv,MNOIHTZEQBURKA-UHFFFAOYSA-N,C17H12F17N,553.0698282,NCC1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,1,1,Suspect,0.0698282,-0.10515569,3.10495736,C17H12F17N,CF2,49.99680644,8,C9H12F1N1,neutral,153.0953776,NA
"1H,1H,11H-Eicosafluoro-1-undecanol",OECDPFAS_list_22012019.csv,GJYLSFCFHFUODO-UHFFFAOYSA-N,C11H4F20O,531.994278,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1,1,Suspect,-0.005722,-0.028259283,32.0262136,C11H4F20O,CF2,49.99680644,10,C1H4O1,neutral,32.02621475,NA
"1H,1H,5H-Perfluoropentanol",OECDPFAS_list_22012019.csv,JUGSKHLZINSXPQ-UHFFFAOYSA-N,C5H4F8O,232.0134401,OCC(F)(F)C(F)(F)C(F)(F)C(F)F,1,1,Suspect,0.0134401,-0.028260023,32.02621434,C5H4F8O,CF2,49.99680644,4,C1H4O1,neutral,32.02621475,NA
N-Butylperfluorooctane-1-sulfonamide,OECDPFAS_list_22012019.csv,UUZCNLZINSJLSR-UHFFFAOYSA-N,C12H10F17NO2S,555.0160785,CCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,2,Suspect,0.0160785,-0.051530307,5.05120766,C12H10F17NO2S,CF2,49.99680644,8,C4H10F1N1O2S1,neutral,155.0416278,NA
"12,12,13,13,14,14,15,15,15-Nonafluoropentadecan-1-ol",OECDPFAS_list_22012019.csv,SUBCOGZKZCCKOV-UHFFFAOYSA-N,C15H23F9O,390.1605188,OCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,0.1605188,-0.185440412,40.18287372,C15H23F9O,CF2,49.99680644,4,C11H23F1O1,neutral,190.1732936,NA
2-Fluoro-4-(nonafluorobutyl)aniline,OECDPFAS_list_22012019.csv,BJNZZIIYZAWKDD-UHFFFAOYSA-N,C10H5F10N,329.0262308,NC1=C(F)C=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,0.0262308,-0.047247443,29.04539216,C10H5F10N,CF2,49.99680644,5,C5H5N1,neutral,79.04219916,NA
"1-Butanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,4-nonafluoro-N-(2-hydroxyethyl)-",OECDPFAS_list_22012019.csv,ZSBOIPHQFKYRMG-UHFFFAOYSA-N,C8H10F9NO3S,371.0237678,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,3,Suspect,0.0237678,-0.047467047,21.04612272,C8H10F9NO3S,CF2,49.99680644,4,C4H10F1N1O3S1,neutral,171.0365424,NA
"1-Butanesulfonamide, 1,1,2,2,3,3,4,4,4-nonafluoro-N-(2-hydroxyethyl)-N-methyl-",OECDPFAS_list_22012019.csv,DSRUAYIFDCHEEV-UHFFFAOYSA-N,C7H8F9NO3S,357.0081178,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,3,Suspect,0.0081178,-0.030921793,7.03047272,C7H8F9NO3S,CF2,49.99680644,4,C3H8F1N1O3S1,neutral,157.0208923,NA
Perfluoro-13-methyltetradecanoic acid compd. with ethanamine,OECDPFAS_list_22012019.csv,VIZSCVXDHHKCBQ-UHFFFAOYSA-N,C17H8F29NO2,809.0091952,CC[NH3+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1,2,Suspect,0.0091952,-0.060870889,9.06029216,C17H8F29NO2,CF2,49.99680644,14,C3H8F1N1O2,neutral,109.0539067,NA
N-(4-Hydroxybutyl)-N-methylperfluorooctanesulfonamide,OECDPFAS_list_22012019.csv,IARCBLTVLGDOGQ-UHFFFAOYSA-N,C13H12F17NO3S,585.0266432,CN(CCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,3,Suspect,0.0266432,-0.064011941,35.06177236,C13H12F17NO3S,CF2,49.99680644,8,C5H12F1N1O3S1,neutral,185.0521925,NA
N-Ethyl-N-((tridecafluorohexyl)sulfonyl)glycine,OECDPFAS_list_22012019.csv,ISFCQODURJEALJ-UHFFFAOYSA-N,C10H8F13NO4S,484.996645,CCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,3,Suspect,-0.003355,-0.027624296,35.02538704,C10H8F13NO4S,CF2,49.99680644,6,C4H8F1N1O4S1,neutral,185.015807,NA
Piperidinium perfluorooctanesulfonate,OECDPFAS_list_22012019.csv,FACKVWCNYRYNFS-UHFFFAOYSA-N,C13H12F17NO3S,585.0266432,C1CC[NH2+]CC1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,3,Suspect,0.0266432,-0.064011941,35.06177236,C13H12F17NO3S,CF2,49.99680644,8,C5H12F1N1O3S1,neutral,185.0521925,NA
"Phosphonic acid, [3-[ethyl[(pentadecafluoroheptyl)sulfonyl]amino]propyl]-",OECDPFAS_list_22012019.csv,FFASNDJXNSXXPR-UHFFFAOYSA-N,C12H13F15NO5PS,599.0012531,CCN(CCCP(O)(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,3,Suspect,0.0012531,-0.039514473,49.03638226,C12H13F15NO5PS,CF2,49.99680644,7,C5H13F1N1O5P1S1,neutral,249.0236084,NA
N-[3-(Dimethylamino)propyl]-perfluoro-1-hexanesulfonamide acetate,OECDPFAS_list_22012019.csv,MXVCYFOUHPOTLU-UHFFFAOYSA-N,C13H17F13N2O4S,544.0701443,CC(O)=O.CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,4,Suspect,0.0701443,-0.104896933,44.1020799,C13H17F13N2O4S,CF2,49.99680644,6,C7H17F1N2O4S1,neutral,244.0893062,NA
"2-Bromo-3-(bromomethyl)-4,4,5,5,6,6,6-heptafluorohexan-3-ol",OECDPFAS_list_22012019.csv,BMHLOJFRGFOQEG-UHFFFAOYSA-N,C7H7Br2F7O,397.875188,CC(Br)C(O)(CBr)C(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,-0.124812,0.099397611,47.89754292,C7H7Br2F7O,CF2,49.99680644,3,C4H7F1O1Br2,neutral,247.8847673,NA
"1-[Bis(2-hydroxyethyl)amino]-4,4,5,5,6,6,6-heptafluorohexan-2-ol",OECDPFAS_list_22012019.csv,SLUCZPNDVUNDLK-UHFFFAOYSA-N,C10H16F7NO3,331.1018405,OCCN(CCO)CC(O)CC(F)(F)C(F)(F)C(F)(F)F,3,4,Suspect,0.1018405,-0.122989723,31.12100186,C10H16F7NO3,CF2,49.99680644,3,C7H16F1N1O3,neutral,181.1114216,NA
Bis(tridecafluorohexyl)phosphinic acid,OECDPFAS_list_22012019.csv,NKHVPWOARFMIPG-UHFFFAOYSA-N,C12HF26O2P,701.9298985,OP(=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,-0.0701015,0.025265531,1.97460834,C12HF26O2P,CF2,49.99680644,12,H1F2O2P1,neutral,101.9682223,NA
"1,1,2,2,3,3,4,4,5,5,6,6,7,7-Tetradecafluoroheptan-1-ol",OECDPFAS_list_22012019.csv,LTXPBIMCWINHOI-UHFFFAOYSA-N,C7H2F14O,367.988209,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1,1,Suspect,-0.011791,-0.01171435,18.01056392,C7H2F14O,CF2,49.99680644,7,H2O1,neutral,18.01056468,NA
"Ethyl 3-amino-4,4,5,5,6,6,6-heptafluorohex-2-enoate",OECDPFAS_list_22012019.csv,UARYAHHBHPRGQL-UHFFFAOYSA-N,C8H8F7NO2,283.0443256,CCOC(=O)C=C(N)C(F)(F)C(F)(F)C(F)(F)F,1,3,Suspect,0.0443256,-0.062405135,33.0602934,C8H8F7NO2,CF2,49.99680644,3,C5H8F1N1O2,neutral,133.0539067,NA
"2,3,4,4,4-Pentafluoro-3-(trifluoromethyl)butanoic acid",OECDPFAS_list_22012019.csv,JLRPXCDIADORQL-UHFFFAOYSA-N,C5H2F8O2,245.9927046,OC(=O)C(F)C(F)(C(F)(F)F)C(F)(F)F,1,1,Suspect,-0.0072954,-0.008417453,46.00547884,C5H2F8O2,CF2,49.99680644,4,C1H2O2,neutral,46.0054793,NA
"1H,1H,3H-Perfluorobutanol",OECDPFAS_list_22012019.csv,LVFXLZRISXUAIL-UHFFFAOYSA-N,C4H4F6O,182.0166337,OCC(F)(F)C(F)C(F)(F)F,1,1,Suspect,0.0166337,-0.028260063,32.02621438,C4H4F6O,CF2,49.99680644,3,C1H4O1,neutral,32.02621475,NA
"Ammonium 4,8-dioxa-3H-perfluorononanoate",OECDPFAS_list_22012019.csv,PLWXPXSPYCHPTF-UHFFFAOYSA-N,C7H5F12NO4,395.0026956,[NH4+].[O-]C(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,1,4,Suspect,0.0026956,-0.027926508,45.02505052,C7H5F12NO4,CF2,49.99680644,6,C1H5N1O4,neutral,95.02185764,NA
WG-III,OECDPFAS_list_22012019.csv,YXDMXTCECAQLHS-UHFFFAOYSA-N,C8H6F14N2O6S,523.9723014,[H][N+]([H])([H])[H].[H]N([H])S(=O)(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C([O-])=O)C(F)(F)F,2,6,Suspect,-0.0276986,-0.005770277,24.004237,C8H6F14N2O6S,CF2,49.99680644,7,C1H6N2O6S1,neutral,173.9946569,NA
(2-Carboxyethyl)dimethyl[3-(perfluorooctanamido)propyl]ammonium,OECDPFAS_list_22012019.csv,JREGIWWPXUQSBC-UHFFFAOYSA-N,C16H17F15N2O3,570.0999649,C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O,1,3,Suspect,0.0999649,-0.136380195,20.13509406,C16H17F15N2O3,CF2,49.99680644,7,C9H17F1N2O3,neutral,220.1223206,NA
"1,1,2,2-Tetrahydroperfluorododecanethiol",OECDPFAS_list_22012019.csv,WUHVTJLYXHSDMR-UHFFFAOYSA-N,C12H5F21S,579.9776628,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,1,1,Suspect,-0.0223372,-0.014709035,30.01279196,C12H5F21S,CF2,49.99680644,10,C2H5F1S1,neutral,80.00959938,NA
Sodium 2-((nonafluorobutylsulfonylamino)methyl)benzenesulfonate,OECDPFAS_list_22012019.csv,GVCNIACRPWZJPS-UHFFFAOYSA-M,C11H7F9NNaO5S2,490.9519624,[Na+].[H]N(CC1=CC=CC=C1S([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,5,Suspect,-0.0480376,0.016677906,40.98070444,C11H7F9NNaO5S2,CF2,49.99680644,4,C7H7F1N1O5S2Na1,neutral,290.9647368,NA
Perfluoro-3-{[1-(ethenyloxy)propan-2-yl]oxy}propanoic acid,OECDPFAS_list_22012019.csv,OHNPEJVXZTXULX-UHFFFAOYSA-N,C8HF13O4,407.9667246,OC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,1,3,Suspect,-0.0332754,0.007216411,7.99227308,C8HF13O4,CF2,49.99680644,6,C2H1F1O4,neutral,107.9858867,NA
4-(4-(2-((Perfluorooctylsulfonyl)propylamino)ethylaminocarbonyl)phenylmethyl)-N-octadecylbenzamide,OECDPFAS_list_22012019.csv,VSMLCKGSLXSQHO-UHFFFAOYSA-N,C46H60F17N3O4S,1073.403307,CCCCCCCCCCCCCCCCCCNC(=O)C1=CC=C(CC2=CC=C(C=C2)C(=O)NCCN(CCC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,2,4,Suspect,0.403307,-0.471870937,23.47037176,C46H60F17N3O4S,CF2,49.99680644,8,C38H60F1N3O4S1,neutral,673.4288566,NA
3-(Perfluoro-7-(methyl)octyl)-2-hydroxypropyltrimethylammonium iodide,OECDPFAS_list_22012019.csv,BPGOAOSBJKHSJL-UHFFFAOYSA-M,C15H15F19INO,712.98949,[I-].C[N+](C)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1,1,Suspect,-0.01051,-0.035032403,13.03419984,C15H15F19INO,CF2,49.99680644,9,C6H15F1I1N1O1,neutral,263.0182403,NA
(Perfluorooctyl)ethyl hydrogen fumarate,OECDPFAS_list_22012019.csv,ULSWUGAAPQZIFJ-OWOJBTEDSA-N,C14H7F17O4,562.0072875,OC(=O)\C=C\C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,3,Suspect,0.0072875,-0.043185873,12.04241666,C14H7F17O4,CF2,49.99680644,8,C6H7F1O4,neutral,162.0328369,NA
Bis(2-hydroxyethyl)methyl(3-(perfluorooctyl)-2-hydroxypropyl)ammonium iodide,OECDPFAS_list_22012019.csv,FLUXYIDFACKMRM-UHFFFAOYSA-M,C16H19F17INO3,723.01382,[I-].C[N+](CCO)(CCO)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,3,Suspect,0.01382,-0.06000271,23.05852984,C16H19F17INO3,CF2,49.99680644,8,C8H19F1I1N1O3,neutral,323.0393697,NA
16:2 Fluorotelomer phosphate,OECDPFAS_list_22012019.csv,VYOMBRAEBXFKCI-UHFFFAOYSA-N,C18H12F33N2O4P,978.0007733,[NH4+].[NH4+].[O-]P([O-])(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,4,Suspect,0.0007733,-0.063243373,28.06145094,C18H12F33N2O4P,CF2,49.99680644,16,C2H12F1N2O4P1,neutral,178.0518717,NA
"Tetradecanoic acid, 1,1'-(methyl(3,3,4,4,5,5,6,6,6-nonafluorohexyl)silylene) ester",OECDPFAS_list_22012019.csv,GESMFLWHJHJCRF-UHFFFAOYSA-N,C35H61F9O4Si,744.4195404,CCCCCCCCCCCCC(C(O)=O)[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(CCCCCCCCCCCC)C(O)=O,2,2,Suspect,0.4195404,-0.467090406,44.46425024,C35H61F9O4Si,CF2,49.99680644,4,C31H61F1O4Si1,neutral,544.4323152,NA
1-((3-(Dimethylamino)propyl)amino)-(3-(perfluoro-11-methyldodecyl))propan-2-ol,OECDPFAS_list_22012019.csv,CPUGKTXAIBCJQS-UHFFFAOYSA-N,C21H19F27N2O,828.1066236,CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,2,3,Suspect,0.1066236,-0.159519142,28.15772056,C21H19F27N2O,CF2,49.99680644,13,C8H19F1N2O1,neutral,178.1481414,NA
"4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Heptadecafluoro-1-(vinyloxy)undecan-2-ol",OECDPFAS_list_22012019.csv,XLLVATUSJHKQQF-UHFFFAOYSA-N,C13H9F17O2,520.0331083,OC(COC=C)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,2,Suspect,0.0331083,-0.06632556,20.0650439,C13H9F17O2,CF2,49.99680644,8,C5H9F1O2,neutral,120.0586577,NA
Diammonium 3-(perfluorododecyl)-2-hydroxypropyl dihydrogen phosphate,OECDPFAS_list_22012019.csv,OMQPAVWTJXZJQO-UHFFFAOYSA-N,C15H14F25N2O5P,808.0241126,[NH4+].[NH4+].OC(COP([O-])([O-])=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,5,Suspect,0.0241126,-0.075725366,8.07520956,C15H14F25N2O5P,CF2,49.99680644,12,C3H14F1N2O5P1,neutral,208.0624364,NA
N-(3-(Dimethylamino)propyl)perfluoroheptanesulfonamide hydrochloride,OECDPFAS_list_22012019.csv,OIVDLFNGOVBNFE-UHFFFAOYSA-N,C12H14ClF15N2O2S,570.022499,[Cl-].CN(C)CCC[NH2+]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,3,Suspect,0.022499,-0.058909347,20.05762816,C12H14ClF15N2O2S,CF2,49.99680644,7,C5H14F1N2O2S1Cl1,neutral,220.0448546,NA
"3-((Perfluorooctylsulfonyl)-2-hydroxy-3-sulfopropylamino)-N-(2-hydroxyethyl)-N,N-dimethyl-1-propanaminium  monosodium hydroxide",OECDPFAS_list_22012019.csv,WGHCYEUUCUZEBW-UHFFFAOYSA-M,C18H24F17N2NaO8S2,806.0600311,[OH-].[Na+].C[N+](C)(CCO)CCCN(CC(O)CS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,8,Suspect,0.0600311,-0.11151841,6.11112806,C18H24F17N2NaO8S2,CF2,49.99680644,8,C10H24F1N2O8S2Na1,neutral,406.0855802,NA
"1,1,2,2,3,3,4,4,4-nonafluoro-N-(2-hydroxyethyl)-1-Butanesulfonamide",OECDPFAS_list_22012019.csv,ASJXVGSUYQIIBC-UHFFFAOYSA-N,C6H6F9NO3S,342.9924677,OCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,3,Suspect,-0.0075323,-0.01437644,43.01162906,C6H6F9NO3S,CF2,49.99680644,4,C2H6F1N1O3S1,neutral,143.0052423,NA
Perfluorohexane sulfonamide amino carboxylic acid,OECDPFAS_list_22012019.csv,VXOHBWROOXTGPC-UHFFFAOYSA-N,C14H17F13N2O4S,556.0701443,CN(C)CCCN(CCC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,4,Suspect,0.0701443,-0.105663436,6.10527346,C14H17F13N2O4S,CF2,49.99680644,6,C8H17F1N2O4S1,neutral,256.0893062,NA
Heptafluorobutyraldehyde ethyl hemiacetal,OECDPFAS_list_22012019.csv,NPUHUJNJOILQJC-UHFFFAOYSA-N,C6H7F7O2,244.0334266,CCOC(O)C(F)(F)C(F)(F)C(F)(F)F,1,2,Suspect,0.0334266,-0.049014303,44.04620084,C6H7F7O2,CF2,49.99680644,3,C3H7F1O2,neutral,94.04300768,NA
"Hexanamide, 2-[2,4-bis(1,1-dimethylpropyl)phenoxy]-N-[4-[(2,2,3,3,4,4,4-heptafluoro-1-oxobutyl)amino]-3-hydroxyphenyl]-",OECDPFAS_list_22012019.csv,FVSDJPACEHXABM-UHFFFAOYSA-N,C32H41F7N2O4,650.2954549,CCCCC(OC1=C(C=C(C=C1)C(C)(C)CC)C(C)(C)CC)C(=O)NC1=CC=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(O)=C1,3,4,Suspect,0.2954549,-0.336992704,0.33697118,C32H41F7N2O4,CF2,49.99680644,3,C29H41F1N2O4,neutral,500.305036,NA
2H-Perfluoro-2-octenoic acid,OECDPFAS_list_22012019.csv,BKOBFLVYTXYFQZ-UHFFFAOYSA-N,C8H2F12O2,357.9863173,OC(=O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,-0.0136827,-0.009183776,8.00867222,C8H2F12O2,CF2,49.99680644,6,C2H2O2,neutral,58.0054793,NA
"Perfluoro-2,5-dimethyl-3,6-dioxanonanoic acid",OECDPFAS_list_22012019.csv,OIVQVBDAMYDDEM-UHFFFAOYSA-N,C9HF17O4,495.9603373,OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,1,3,Suspect,-0.0396627,0.007983095,45.98907934,C9HF17O4,CF2,49.99680644,8,C1H1F1O4,neutral,95.98588673,NA
"N-(Carboxymethyl)-N-[3-[[(perfluorooctyl)sulfonyl]amino]propyl]-N,N-bis(2-hydroxy-3-sulfopropyl)ammonium chloride, trisodium",OECDPFAS_list_22012019.csv,JJVWYDNIARNCCI-UHFFFAOYSA-K,C19H21ClF17N2Na3O12S3,991.936677,[Na+].[Na+].[Na+].[Cl-].OC(C[N+](CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(CC(O)CS([O-])(=O)=O)CC(O)=O)CS([O-])(=O)=O,3,11,Suspect,-0.063323,-3.72E-05,41.99735464,C19H21ClF17N2Na3O12S3,CF2,49.99680644,8,C11H21F1N2O12S3Cl1Na3,neutral,591.9622259,NA
